location_id,quantity,occurrences,latitude,longitude
3574,2.3125,112,45.67769,9.12008
3759,2.309090909090909,110,45.65569,9.1998
13778,2.2916666666666665,24,45.484939,9.169183
4455,2.279279279279279,111,45.39501,9.28377
5268,2.272727272727273,110,45.52123,9.26436
3564,2.272727272727273,110,45.48183,9.20371
6490,2.27027027027027,111,45.550164,8.945874
4626,2.2477064220183487,109,45.69143,9.57742
4645,2.2363636363636363,110,45.70013,9.49181
5222,2.234234234234234,111,45.54888,9.30286
7127,2.230769230769231,104,45.047669,9.006179
6564,2.1964285714285716,112,45.455604,9.195435
5687,2.190909090909091,110,45.89517,9.33397
5063,2.189189189189189,111,45.28712,9.48919
3089,2.185185185185185,108,45.66501,9.6951
6472,2.172727272727273,110,45.61775,9.777747
5159,2.169642857142857,112,45.474338,9.306932
4912,2.169642857142857,112,45.400811,9.148604
7324,2.1666666666666665,54,45.815485,8.828009
4607,2.1636363636363636,110,45.68416,9.61086
5373,2.1621621621621623,111,45.73245,9.12427
4723,2.1559633027522938,109,45.43447,8.73633
3556,2.1481481481481484,108,45.49069,9.23679
4134,2.1454545454545455,110,45.48181,9.21173
6893,2.144144144144144,111,45.305732,9.49875
5074,2.144144144144144,111,45.182647,9.48894
4215,2.142857142857143,112,45.541563,9.238352
3523,2.1376146788990824,109,45.521489,8.856925
3196,2.135135135135135,111,45.62168,9.52862
5162,2.1296296296296298,108,45.4956,9.263209
13524,2.1136363636363638,44,45.362085,9.219246
7210,2.108108108108108,111,45.890795,8.519328
3604,2.099099099099099,111,45.52856,9.16262
7220,2.0925925925925926,108,45.890795,8.519328
3526,2.090909090909091,110,45.60639,8.90715
3053,2.0892857142857144,112,45.46255,9.222667
3946,2.085714285714286,105,45.476326,9.131155
4968,2.0825688073394497,109,45.35645,9.233096
3570,2.0825688073394497,109,45.5201,9.22673
6750,2.076923076923077,13,45.635188,8.704261
4594,2.0720720720720722,111,45.60381,9.69798
4781,2.064814814814815,108,46.06802,8.277576
4943,2.063063063063063,111,45.46487,8.8843
4205,2.0625,112,45.55024,9.25786
4173,2.0454545454545454,110,45.507,9.32644
4552,2.0357142857142856,112,45.7417,9.61484
4024,2.0272727272727273,110,45.48317,9.17764
6486,2.0090909090909093,110,45.751928,9.906446
6588,2.0089285714285716,112,45.457691,9.231332
4212,2.0,112,45.526942,9.116968
5161,2.0,112,45.52033,9.27604
14150,2.0,4,45.43169,9.287882
6605,2.0,5,45.31854,9.459378
3568,1.9910714285714286,112,45.62449,9.14869
4705,1.990909090909091,110,45.474076,8.574696
5090,1.9821428571428572,112,45.335937,9.380917
7253,1.9814814814814814,108,45.484349,9.217515
6939,1.9724770642201834,109,45.81418,9.084194
4131,1.9722222222222223,108,45.47761,9.20165
3862,1.9711538461538463,104,45.79365,8.80227
3885,1.9636363636363636,110,45.82054,8.82899
6843,1.954954954954955,111,45.483836,9.201718
3981,1.9541284403669725,109,45.48253,9.17557
6528,1.9454545454545455,110,45.45831,9.218303
6833,1.9357798165137614,109,45.460688,9.187338
4777,1.9351851851851851,108,45.81481,8.40976
4829,1.927927927927928,111,45.09632,8.73585
4179,1.9196428571428572,112,45.46477,9.19366
7243,1.9107142857142858,112,45.46642,9.219099
3923,1.90990990990991,111,45.51971,9.1696
6970,1.9090909090909092,11,45.663376,8.777485
4947,1.9,110,45.52644,8.997961
3987,1.8990825688073394,109,45.50092,9.14948
9426,1.898876404494382,89,45.718219,8.694162
3077,1.8909090909090909,110,45.589998,9.893831
13884,1.8888888888888888,18,45.740244,9.748913
3424,1.8703703703703705,108,45.62363,9.027648
3297,1.864864864864865,111,45.53249,9.03939
4928,1.8636363636363635,110,45.48471,8.86929
4182,1.8545454545454545,110,45.473628,9.333985
5719,1.8440366972477065,109,45.805409,9.32874
5388,1.8288288288288288,111,45.81161,9.07971
3374,1.8269230769230769,104,45.60745,9.13286
5449,1.8148148148148149,27,45.742254,9.115367
6623,1.8125,112,45.475474,9.122836
3922,1.8125,112,45.47376,9.18367
3697,1.8055555555555556,108,45.50884,9.23642
5662,1.8018018018018018,111,45.616832,9.364608
14048,1.8,10,45.465256,9.184198
2994,1.798165137614679,109,45.8695,9.88747
3151,1.7946428571428572,112,45.49029,9.55438
4307,1.790909090909091,110,45.53586,9.19785
3850,1.7837837837837838,111,45.67887,8.70999
5007,1.7767857142857142,112,45.17455,9.64785
5515,1.7727272727272727,110,45.411344,9.172184
9651,1.7710843373493976,83,45.482309,9.208985
7408,1.761467889908257,109,45.550386,9.181117
5017,1.7589285714285714,112,45.114032,9.447473
5531,1.7567567567567568,111,45.459062,9.105599
5683,1.7545454545454546,110,45.74125,9.44889
5637,1.7522935779816513,109,45.79054,9.34738
14161,1.75,4,45.754714,9.05183
6489,1.7454545454545454,110,45.590126,8.96102
7513,1.7428571428571429,105,45.626824,9.414748
4613,1.7363636363636363,110,45.6607,9.62694
4178,1.7363636363636363,110,45.473458,9.357461
3315,1.7297297297297298,111,45.52911,9.04314
4852,1.7272727272727273,110,45.24,9.14129
4130,1.7232142857142858,112,45.46477,9.21146
14082,1.7142857142857142,7,45.517695,9.225985
3913,1.712962962962963,108,45.72378,8.63601
6494,1.7117117117117118,111,45.829926,8.798914
4252,1.7117117117117118,111,45.54992,9.17779
7317,1.7064220183486238,109,45.486391,9.224531
3163,1.7027027027027026,111,45.60555,9.51944
4660,1.688073394495413,109,45.66226,9.63088
4819,1.6875,112,45.204312,9.171163
7308,1.6842105263157894,19,45.458606,9.132033
2889,1.6666666666666667,111,45.66403,9.65765
5353,1.6636363636363636,110,46.02037,9.23955
4255,1.6568627450980393,102,45.57236,9.14765
4980,1.6486486486486487,111,45.476207,8.994694
5391,1.6486486486486487,111,45.811,9.0788
5410,1.6481481481481481,108,45.76706,9.00173
6509,1.6428571428571428,112,45.252164,9.13054
3565,1.6396396396396395,111,45.503726,9.244568
4923,1.6363636363636365,110,45.42056,8.89335
4410,1.6330275229357798,109,45.451422,9.188866
5196,1.6306306306306306,111,45.51237,9.33897
5370,1.6306306306306306,111,45.731302,9.152852
4144,1.6306306306306306,111,45.475894,9.205937
5200,1.6306306306306306,111,45.52839,9.33778
2922,1.6036036036036037,111,45.70319,9.67257
3542,1.6,5,45.59323,8.95139
3460,1.6,110,45.578498,8.825824
3731,1.5963302752293578,109,45.70083,9.2903
4325,1.5945945945945945,111,45.460186,9.188809
3935,1.5945945945945945,111,45.475284,9.206604
4372,1.5909090909090908,110,45.45045,9.19704
4995,1.5833333333333333,108,45.47957,9.05499
4796,1.5803571428571428,112,45.105989,9.289576
7383,1.5740740740740742,108,45.47378,9.224112
4850,1.5727272727272728,110,45.347397,9.196777
4535,1.5714285714285714,112,45.83715,9.664
3985,1.5714285714285714,112,45.5042,9.17404
6664,1.5688073394495412,109,45.54639,9.3291
3370,1.5675675675675675,111,45.56198,9.05726
4941,1.5675675675675675,111,45.371569,9.182318
3456,1.5675675675675675,111,45.629578,8.860403
3286,1.5636363636363637,110,45.612672,9.090238
5487,1.5636363636363637,110,45.462917,9.186843
7379,1.5625,112,45.423638,9.061242
3379,1.5585585585585586,111,45.495531,9.127952
4280,1.5545454545454545,110,45.54232,9.11689
14005,1.5454545454545454,11,45.570076,9.02697
6621,1.5454545454545454,110,45.455177,9.216591
4246,1.5446428571428572,112,45.537873,9.190863
13961,1.5384615384615385,13,45.712046,8.90638
3925,1.5357142857142858,112,45.493191,9.15586
5198,1.5315315315315314,111,45.55695,9.3014
3036,1.5272727272727273,110,45.50116,9.94102
3553,1.5225225225225225,111,45.491062,9.236628
6641,1.5185185185185186,108,45.432212,9.28867
3314,1.5185185185185186,108,45.51773,9.07725
5570,1.518181818181818,110,45.44102,9.17235
4208,1.5178571428571428,112,45.54224,9.23032
5247,1.5135135135135136,111,45.52143,9.33065
3425,1.5135135135135136,111,45.544077,9.004566
2919,1.5135135135135136,111,45.73142,9.73335
3749,1.5092592592592593,108,45.656667,9.2
14159,1.5,4,45.561566,9.459612
14120,1.5,6,45.470173,9.220597
7400,1.4954954954954955,111,45.791421,8.880359
4233,1.4954954954954955,111,45.55184,9.14166
5112,1.490909090909091,110,45.36452,9.32024
3264,1.488888888888889,90,45.47294,9.24905
5160,1.481818181818182,110,45.496652,9.290196
5401,1.4770642201834863,109,45.8077,9.08438
4953,1.4770642201834863,109,45.444127,8.987796
3449,1.4770642201834863,109,45.75047,8.87839
4103,1.4732142857142858,112,45.482173,9.154056
3150,1.4732142857142858,112,45.61699,9.48812
5214,1.4684684684684686,111,45.555849,9.304241
3960,1.462962962962963,108,45.4659,9.18501
3055,1.462962962962963,108,45.63593,9.75163
7333,1.462962962962963,108,45.938639,8.569704
13730,1.4615384615384615,26,45.450316,9.136989
6662,1.4594594594594594,111,45.629403,9.143911
4086,1.4587155963302751,109,45.47915,9.22748
4659,1.4587155963302751,109,45.71742,9.57926
5197,1.4504504504504505,111,45.51749,9.32543
7415,1.4454545454545455,110,45.514646,9.365133
6482,1.4454545454545455,110,45.475721,8.693507
6610,1.4414414414414414,111,45.548983,9.1612
3179,1.4324324324324325,111,45.52116,9.58275
6685,1.4324324324324325,111,45.627507,8.713033
6637,1.4311926605504588,109,45.627622,8.857797
13523,1.4285714285714286,42,45.660488,9.888447
5483,1.4234234234234233,111,45.44726,9.17983
6607,1.4234234234234233,111,45.778019,8.839527
7164,1.4220183486238531,109,45.67563,9.24264
4094,1.4196428571428572,112,45.45975,9.15506
3185,1.4144144144144144,111,45.4446,9.55646
6697,1.4144144144144144,111,45.468247,9.156269
6739,1.4134615384615385,104,45.447301,9.126823
3904,1.4128440366972477,109,45.78382,8.96707
5014,1.4107142857142858,112,45.161504,9.450054
3855,1.4077669902912622,103,45.66788,8.96113
4601,1.4054054054054055,111,45.623198,9.659778
2898,1.4054054054054055,111,45.67989,9.67257
7398,1.4017857142857142,112,45.60483,9.113047
5150,1.4017857142857142,112,45.52305,9.27395
3308,1.4,110,45.52862,9.08089
5219,1.3963963963963963,111,45.577468,9.275765
3684,1.3944954128440368,109,45.52868,9.17495
4324,1.3928571428571428,112,45.46276,9.19988
3585,1.3888888888888888,108,45.50184,9.22812
4827,1.3873873873873874,111,45.317,8.85806
3984,1.3873873873873874,111,45.50221,9.1754
5071,1.3846153846153846,104,45.24257,9.40504
4820,1.3839285714285714,112,45.19297,9.16751
6585,1.3818181818181818,110,45.440654,9.150781
6816,1.3818181818181818,110,45.505553,9.25178
4100,1.3796296296296295,108,45.47321,9.23056
4839,1.3693693693693694,111,44.904405,9.039135
7342,1.3660714285714286,112,45.552221,9.223501
2904,1.3603603603603605,111,45.69352,9.67117
4036,1.3592233009708738,103,45.489492,9.151536
5379,1.3557692307692308,104,45.8409,9.07603
5099,1.3545454545454545,110,45.21453,9.35984
13904,1.3529411764705883,17,45.527907,9.752017
5309,1.3518518518518519,108,45.56967,9.29387
4547,1.3482142857142858,112,45.663,9.63218
5626,1.3482142857142858,112,45.63497,9.30674
6926,1.3482142857142858,112,45.833013,9.66545
3755,1.3423423423423424,111,45.61849,9.20743
3254,1.3394495412844036,109,45.62026,9.47837
10585,1.3333333333333333,69,45.502729,9.164155
2916,1.3333333333333333,111,45.696556,9.683482
6829,1.3333333333333333,3,45.515151,9.329277
14097,1.3333333333333333,6,45.434564,9.351955
4003,1.3333333333333333,111,45.51025,9.17636
4341,1.3333333333333333,111,45.44815,9.18886
6568,1.3333333333333333,108,45.7004,9.209082
14199,1.3333333333333333,3,45.531059,9.23054
14110,1.3333333333333333,6,45.394056,9.256351
2989,1.3333333333333333,18,45.808107,9.882052
3303,1.3333333333333333,12,45.633092,9.033085
9860,1.3333333333333333,75,45.645653,9.192497
3013,1.3333333333333333,3,45.695715,9.666664
5374,1.3302752293577982,109,45.834014,9.039304
3753,1.3302752293577982,109,45.6503,9.20768
4847,1.3272727272727274,110,45.308911,9.014978
4746,1.3272727272727274,110,45.45041,8.6248
5456,1.3243243243243243,111,45.4605,9.18132
4440,1.3240740740740742,108,45.36279,9.6866
5567,1.3240740740740742,108,45.45167,9.15599
4537,1.3214285714285714,112,45.87533,9.73043
4359,1.3211009174311927,109,45.41329,9.27523
4247,1.3153153153153154,111,45.553956,9.154421
3034,1.3125,112,45.403955,9.924008
3247,1.311926605504587,109,45.40532,9.55394
7444,1.309090909090909,110,45.82392,8.812823
3144,1.309090909090909,110,45.57137,9.42465
5206,1.3063063063063063,111,45.56757,9.30403
4875,1.3063063063063063,111,45.399356,9.206634
5081,1.3047619047619048,105,45.23447,9.40225
5270,1.3047619047619048,105,45.605287,9.227012
4105,1.3035714285714286,112,45.48283,9.24718
5329,1.3,110,45.53458,9.2695
5180,1.2972972972972974,111,45.56912,9.29311
5398,1.2972972972972974,111,45.80757,9.08457
4909,1.290909090909091,110,45.441304,9.043487
7412,1.2882882882882882,111,45.653707,9.375126
3761,1.2882882882882882,111,45.60874,9.14652
9757,1.2875,80,45.555851,9.623296
5677,1.287037037037037,108,45.639596,9.399788
14083,1.2857142857142858,7,45.534417,9.105097
3591,1.2857142857142858,98,45.48888,9.20302
3942,1.2857142857142858,112,45.49678,9.17132
2893,1.2818181818181817,110,45.691021,9.844583
6501,1.2792792792792793,111,45.563973,9.216433
3842,1.2792792792792793,111,45.83715,8.84246
3516,1.2788461538461537,104,45.482417,9.203538
6801,1.2727272727272727,11,45.438111,9.200125
3930,1.2702702702702702,111,45.47221,9.17358
5571,1.2636363636363637,110,45.44492,9.15054
6576,1.2612612612612613,111,45.545644,9.014354
4695,1.2589285714285714,112,45.704318,8.496052
4108,1.2571428571428571,105,45.46818,9.15499
5634,1.2545454545454546,110,45.86534,9.40054
4303,1.2522522522522523,111,45.534204,9.231289
5204,1.2522522522522523,111,45.52564,9.33196
5492,1.2454545454545454,110,45.43504,9.17834
4224,1.2410714285714286,112,45.54125,9.11732
5156,1.2321428571428572,112,45.476692,9.268779
3713,1.2321428571428572,112,45.6946,9.28782
4898,1.2293577981651376,109,45.472209,8.911242
4435,1.2252252252252251,111,45.40228,9.27517
4428,1.2222222222222223,108,45.363416,9.695662
4387,1.2222222222222223,108,45.43217,9.24451
5712,1.2201834862385321,109,45.765984,9.350786
5462,1.2181818181818183,110,45.44721,9.1274
4587,1.2162162162162162,111,45.58219,9.66772
5513,1.209090909090909,110,45.457,9.140389
3704,1.209090909090909,110,45.47048,9.16492
4868,1.201834862385321,109,44.896586,9.054542
4309,1.201834862385321,109,45.55344,9.21239
6991,1.2,110,45.464806,8.88342
14138,1.2,5,45.771789,9.001313
3332,1.1964285714285714,112,45.515645,9.07605
4023,1.1944444444444444,108,45.47159,9.19514
13731,1.1923076923076923,26,45.463244,9.13447
3345,1.190909090909091,110,45.6259,9.03339
3827,1.1891891891891893,111,45.80445,8.67303
3388,1.1891891891891893,111,45.52939,9.04588
3046,1.1818181818181819,110,45.514534,9.917144
7480,1.1818181818181819,11,45.470736,9.123122
2946,1.1801801801801801,111,45.58515,9.83706
5655,1.1801801801801801,111,45.611927,9.37954
3552,1.1759259259259258,108,45.47937,9.20921
4277,1.1759259259259258,108,45.52429,9.11016
3237,1.1743119266055047,109,45.64638,9.466037
4851,1.1743119266055047,109,45.316269,9.102448
7112,1.1727272727272726,110,45.784829,9.072016
3882,1.1727272727272726,110,45.781404,8.695235
7394,1.1724137931034482,87,45.890795,8.519328
4294,1.1711711711711712,111,45.575909,9.146924
6530,1.1696428571428572,112,45.480661,8.993055
7547,1.1666666666666667,102,45.318523,9.518283
3522,1.1650485436893203,103,45.59529,8.94927
4544,1.164835164835165,91,46.00524,9.7597
4489,1.1636363636363636,110,45.40375,9.55217
5384,1.1574074074074074,108,45.75746,9.11737
6532,1.1517857142857142,112,45.394217,9.592599
4870,1.146788990825688,109,44.98654,9.30018
3835,1.146788990825688,109,45.78732,8.97001
9857,1.1466666666666667,75,45.545525,9.226428
7476,1.1454545454545455,110,45.500991,9.186103
2960,1.1454545454545455,110,45.72196,9.89555
4575,1.1441441441441442,111,45.61528,9.58892
3206,1.1428571428571428,7,45.535159,9.447059
6567,1.1388888888888888,108,45.490893,9.218823
3245,1.1376146788990826,109,45.69109,9.43971
3244,1.1363636363636365,110,45.49929,9.41428
4334,1.135135135135135,111,45.462977,9.193504
3672,1.135135135135135,111,45.501702,9.182832
4264,1.135135135135135,111,45.55598,9.21304
7325,1.135135135135135,111,45.774126,8.571274
3847,1.1296296296296295,108,45.71475,8.90489
3625,1.128440366972477,109,45.48091,9.18882
5393,1.128440366972477,109,45.81058,9.08451
5696,1.1272727272727272,110,45.89517,9.33397
3010,1.1261261261261262,111,45.70334,9.66504
5067,1.1261261261261262,111,45.285768,9.463008
4816,1.1261261261261262,111,45.31118,9.0204
4965,1.125,96,45.48886,9.057483
12026,1.121212121212121,66,45.480415,9.630199
3696,1.1203703703703705,108,45.51627,9.22414
5721,1.1192660550458715,109,45.72442,9.41586
3519,1.1192660550458715,109,45.5129,8.84656
3192,1.1181818181818182,110,45.608949,9.426968
5681,1.1181818181818182,110,45.85251,9.39147
5220,1.110091743119266,109,45.55136,9.29944
3482,1.108433734939759,83,45.654867,8.77967
3312,1.1081081081081081,111,45.53121,9.04302
3336,1.1081081081081081,111,45.599352,9.155984
6788,1.1081081081081081,111,45.322789,9.512836
6821,1.1,110,45.159553,9.705294
3996,1.0990990990990992,111,45.51312,9.13648
7038,1.0982142857142858,112,45.286565,9.474008
3035,1.0982142857142858,112,45.50045,9.94493
13547,1.0975609756097562,41,45.474764,9.115493
8806,1.09375,96,45.487832,9.188534
3033,1.0925925925925926,108,45.41993,9.61604
5720,1.091743119266055,109,45.732571,9.314465
5458,1.091743119266055,109,45.442435,9.172402
4471,1.091743119266055,109,45.427725,9.363801
14011,1.0909090909090908,11,45.590587,9.30078
13776,1.0833333333333333,24,45.463868,9.050424
5065,1.0825688073394495,109,45.31436,9.50218
3222,1.0818181818181818,110,45.615479,9.418716
5386,1.0769230769230769,13,45.783556,9.083816
4858,1.0740740740740742,108,45.26095,9.04783
5013,1.0740740740740742,108,45.28691,9.471057
4357,1.073394495412844,109,45.419179,9.254343
3040,1.073394495412844,109,45.4002,9.90133
7142,1.0727272727272728,110,45.466727,9.185812
7310,1.0727272727272728,110,45.628477,9.030315
4919,1.0724637681159421,69,45.35334,9.12736
3235,1.072072072072072,111,45.521096,9.363225
2917,1.072072072072072,111,45.692736,9.672118
5381,1.072072072072072,111,45.813,9.08023
6666,1.072072072072072,111,45.315287,9.511863
3050,1.0714285714285714,112,45.46471,9.91462
5382,1.0714285714285714,112,45.81416,9.08475
13665,1.064516129032258,31,45.616043,9.464991
4665,1.0642201834862386,109,45.65169,9.55161
7299,1.0638297872340425,47,45.79028,9.153801
3587,1.0636363636363637,110,45.53097,9.16291
4840,1.0636363636363637,110,45.33765,9.10448
5689,1.0636363636363637,110,45.91915,9.31498
4473,1.0625,112,45.433184,9.352339
4261,1.0625,112,45.53842,9.2196
7147,1.0625,112,45.436953,9.119958
11347,1.0588235294117647,68,45.509242,9.099846
6730,1.0555555555555556,108,45.514926,9.205883
2986,1.055045871559633,109,45.8163,9.86679
3596,1.0545454545454545,110,45.48529,9.20378
7157,1.0545454545454545,110,45.530406,9.279619
3748,1.054054054054054,111,45.617252,9.193561
7429,1.0535714285714286,112,45.260082,9.195414
3834,1.0535714285714286,112,45.80029,8.8783
4673,1.0462962962962963,108,45.594917,9.575556
7503,1.0462962962962963,108,45.469434,9.221095
5428,1.0454545454545454,110,45.651394,9.038254
4149,1.045045045045045,111,45.469495,9.200182
3845,1.045045045045045,111,45.84444,8.66396
4825,1.045045045045045,111,45.31694,9.14142
3575,1.0446428571428572,112,45.66641,9.11208
6848,1.0425531914893618,94,45.674026,9.642448
5566,1.0363636363636364,110,45.472597,9.142692
5695,1.0363636363636364,110,45.85927,9.38511
5503,1.0360360360360361,111,45.46097,9.09209
10586,1.0289855072463767,69,45.292425,9.241893
7516,1.0285714285714285,105,44.072347,12.526576
5245,1.0277777777777777,108,45.472391,9.280049
5737,1.0277777777777777,108,45.69456,9.41422
3539,1.0277777777777777,108,45.545162,8.88385
6971,1.0277777777777777,108,45.929045,8.432903
5126,1.0275229357798166,109,45.328863,9.40378
3844,1.027027027027027,111,45.87139,8.90661
3094,1.0224719101123596,89,45.51663,9.97877
7237,1.0206185567010309,97,45.890795,8.519328
4939,1.018181818181818,110,45.47194,8.905174
3710,1.0089285714285714,112,45.675597,9.204155
3637,1.0,108,45.482551,9.199322
